"id","product_name","description","style","brand","created_at","updated_at","url","product_type","shipping_price","note","admin_id"
896,"Geeky chic Cardigan","Geeky chic Cardigan is an amazing Cardigan Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Geeky chic","Asos","2018-07-17 14:55:40","2018-11-13 12:51:01","","clothing",758,"",62
897,"Flapper Jacket","Flapper Jacket is an amazing Jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","BB Dakota","2019-02-19 19:45:04","2019-02-19 21:01:20","","clothing",1214,"",72
898,"Evening Black Tie Stockings","Evening Black Tie Stockings is an amazing Stockings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","Lacoste","2018-10-24 10:44:03","2018-11-16 12:38:34","","clothing",1411,"",59
899,"Casual Chic Helmet","Casual Chic Helmet is an amazing Helmet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Casual Chic","Rip Curl","2018-08-10 12:34:14","2019-01-02 07:56:42","","clothing",1467,"",37
900,"Punk Slippers","Punk Slippers is an amazing Slippers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Punk","Uttam Boutique Petite","2017-12-31 13:01:42","2018-08-06 23:27:18","","clothing",888,"",31
901,"Cosplay Overalls","Cosplay Overalls is an amazing Overalls Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cosplay","Oakley","2018-10-19 12:41:24","2019-02-02 15:09:58","","clothing",1136,"",27
902,"Cowgirl Dress","Cowgirl Dress is an amazing Dress Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cowgirl","Eres","2018-02-11 14:44:42","2018-03-31 08:00:18","","clothing",912,"",43
903,"Skateboarders Jeans","Skateboarders Jeans is an amazing Jeans Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","Volatile","2018-10-29 22:06:39","2018-12-25 06:53:59","","clothing",725,"",62
904,"Cosplay Underwear","Cosplay Underwear is an amazing Underwear Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cosplay","Vera Bradley","2018-11-02 15:38:15","2018-12-03 23:51:00","","clothing",1190,"",59
905,"Scene Skirt","Scene Skirt is an amazing Skirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","Iro","2018-01-24 00:29:26","2018-12-29 12:11:49","","clothing",811,"",57
906,"Boho/Bohemian chic Gloves","Boho/Bohemian chic Gloves is an amazing Gloves Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Boho/Bohemian chic","Inis Meáin","2018-04-24 18:37:21","2019-01-26 10:20:37","","clothing",935,"",67
907,"Artsy Lipstick","Artsy Lipstick is an amazing Lipstick Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Artsy","Gabriela Hearst","2019-01-14 09:01:25","2019-01-23 01:21:40","","clothing",1045,"",72
908,"Garconne look Tuxedo","Garconne look Tuxedo is an amazing Tuxedo Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Garconne look","Ganni","2018-06-03 16:03:20","2018-09-09 04:51:50","","clothing",722,"",44
909,"Preppy Gloves","Preppy Gloves is an amazing Gloves Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Preppy","Easy Spirit","2019-02-11 21:03:11","2019-02-25 12:18:52","","clothing",787,"",71
910,"Evening Black Tie Dungarees","Evening Black Tie Dungarees is an amazing Dungarees Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","Salvatore Ferragamo","2018-01-02 09:57:56","2018-10-05 19:24:05","","clothing",1288,"",72
911,"Streetwear Suit","Streetwear Suit is an amazing Suit Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Streetwear","Amazon Collection","2018-08-04 13:30:03","2018-09-18 08:19:38","","clothing",1319,"",51
912,"Retro Skirt","Retro Skirt is an amazing Skirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","For Love & Lemons","2018-05-09 09:14:27","2019-01-18 02:44:43","","clothing",1208,"",23
913,"Scene Overalls","Scene Overalls is an amazing Overalls Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","Williams Cashmere","2018-06-06 18:14:58","2018-08-20 13:33:49","","clothing",1473,"",46
914,"Modest Fur coat","Modest Fur coat is an amazing Fur coat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Modest","Burberry","2018-07-01 07:40:53","2018-11-12 10:23:42","","clothing",936,"",24
915,"Modest Stockings","Modest Stockings is an amazing Stockings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Modest","Tory Burch","2018-11-29 06:53:23","2019-02-20 14:39:04","","clothing",1279,"",26
916,"Maternity Bracelet","Maternity Bracelet is an amazing Bracelet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Neon Buddha","2018-05-28 05:22:05","2018-10-22 22:05:44","","clothing",1434,"",46
917,"Retro Life-jacket","Retro Life-jacket is an amazing Life-jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","Yohji Yamamoto","2018-12-11 13:31:46","2019-02-17 02:54:50","","clothing",765,"",33
918,"Artsy Waistcoat","Artsy Waistcoat is an amazing Waistcoat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Artsy","Raquel Allegra","2018-01-20 13:44:48","2019-01-15 05:49:33","","clothing",932,"",29
919,"Sports Wear Boots","Sports Wear Boots is an amazing Boots Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Sports Wear","C-IN²","2018-03-23 16:03:31","2018-04-16 17:33:56","","clothing",849,"",62
920,"Girl next door Helmet","Girl next door Helmet is an amazing Helmet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Xcvi","2018-09-20 17:34:18","2018-12-11 18:05:22","","clothing",1216,"",60
921,"Preppy Jumper","Preppy Jumper is an amazing Jumper Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Preppy","YMI","2018-10-23 11:21:32","2018-12-09 06:08:10","","clothing",1033,"",49
922,"Geeky chic Tutu","Geeky chic Tutu is an amazing Tutu Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Geeky chic","Rta","2018-05-24 15:15:22","2018-08-22 09:34:08","","clothing",1042,"",60
923,"Maternity Glasses","Maternity Glasses is an amazing Glasses Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Blank NYC","2018-04-19 01:56:48","2018-07-12 21:35:32","","clothing",1439,"",35
924,"Evening Black Tie Earphones","Evening Black Tie Earphones is an amazing Earphones Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","Brinley Co","2018-08-16 20:40:56","2018-12-08 13:39:37","","clothing",1428,"",27
925,"Lagenlook Earrings","Lagenlook Earrings is an amazing Earrings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Lagenlook","Hart Schaffner Marx","2018-04-03 05:03:55","2019-02-20 22:06:46","","clothing",1240,"",48
926,"Retro Fur coat","Retro Fur coat is an amazing Fur coat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","Amiri","2018-04-24 20:42:28","2018-10-20 21:37:09","","clothing",896,"",50
927,"Kawai Cap","Kawai Cap is an amazing Cap Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Kawai","Under Armour","2018-07-03 03:06:04","2018-10-03 06:44:25","","clothing",1073,"",38
928,"Formal Office Wear Socks","Formal Office Wear Socks is an amazing Socks Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Formal Office Wear","Weatherproof Vintage","2018-01-02 08:20:55","2018-01-23 20:38:36","","clothing",959,"",39
929,"Business Casual Glasses","Business Casual Glasses is an amazing Glasses Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Business Casual","John Varvatos","2018-03-28 00:53:19","2019-01-19 11:42:55","","clothing",1360,"",45
930,"Girly  Blazer","Girly  Blazer is an amazing Blazer Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girly ","Yeah Right NYC","2018-03-28 14:07:21","2018-09-14 01:28:44","","clothing",1026,"",27
931,"Scene Necklace","Scene Necklace is an amazing Necklace Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","YMI","2018-12-13 00:53:51","2019-02-07 04:40:40","","clothing",1323,"",61
932,"Maternity Quilted jacket","Maternity Quilted jacket is an amazing Quilted jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Dsquared2","2018-12-19 15:11:35","2019-01-25 23:45:24","","clothing",1167,"",27
933,"Ankara Trousers","Ankara Trousers is an amazing Trousers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Ankara","Moncler","2018-08-03 14:43:14","2018-08-22 23:23:31","","clothing",1483,"",32
934,"Skateboarders Helmet","Skateboarders Helmet is an amazing Helmet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","English Laundry","2019-01-02 06:07:56","2019-01-11 08:10:06","","clothing",1258,"",23
935,"Maternity Trousers","Maternity Trousers is an amazing Trousers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Madden Girl","2018-09-09 03:08:46","2019-01-09 17:03:27","","clothing",1159,"",69
936,"Formal Office Wear Poncho","Formal Office Wear Poncho is an amazing Poncho Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Formal Office Wear","Weekday","2018-01-10 03:51:30","2018-12-17 10:40:21","","clothing",1299,"",34
937,"Punk Skirt","Punk Skirt is an amazing Skirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Punk","Xscape","2018-09-14 09:13:15","2018-09-20 02:35:19","","clothing",1132,"",62
938,"Hip Hop Glasses","Hip Hop Glasses is an amazing Glasses Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Hip Hop","Kanu Surf","2018-11-25 02:48:59","2019-02-22 11:40:42","","clothing",1090,"",38
939,"Punk Waistcoat","Punk Waistcoat is an amazing Waistcoat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Punk","Glamorise","2018-01-05 00:15:51","2018-05-16 07:30:42","","clothing",926,"",27
940,"Retro Trousers","Retro Trousers is an amazing Trousers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","Helly Hansen","2018-11-25 07:19:14","2019-01-12 17:36:42","","clothing",710,"",23
941,"Formal Office Wear Bracelet","Formal Office Wear Bracelet is an amazing Bracelet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Formal Office Wear","Vila","2018-03-21 18:13:19","2018-03-26 11:16:48","","clothing",703,"",42
942,"Streetwear Raincoat","Streetwear Raincoat is an amazing Raincoat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Streetwear","Privacy Please","2019-02-04 07:09:20","2019-02-26 17:22:34","","clothing",1372,"",29
943,"Tomboy Fur coat","Tomboy Fur coat is an amazing Fur coat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Tomboy","House Of Harlow","2018-12-31 23:25:25","2019-01-06 09:33:45","","clothing",784,"",50
944,"Flamboyant Leggings","Flamboyant Leggings is an amazing Leggings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flamboyant","Yuketen","2018-12-20 07:51:45","2019-01-16 19:22:46","","clothing",771,"",39
945,"Tomboy T-Shirt","Tomboy T-Shirt is an amazing T-Shirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Tomboy","Giorgio Armani","2019-02-18 17:55:04","2019-02-19 01:35:39","","clothing",1416,"",59
946,"Girly  Earrings","Girly  Earrings is an amazing Earrings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girly ","Ih Nom Uh Nit","2018-05-08 12:34:17","2018-10-09 09:26:35","","clothing",1407,"",59
947,"Maternity Dress","Maternity Dress is an amazing Dress Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Fantasie","2018-06-03 08:35:20","2018-12-31 05:05:44","","clothing",772,"",40
948,"Tomboy Life-jacket","Tomboy Life-jacket is an amazing Life-jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Tomboy","Tod's","2018-06-05 15:33:09","2018-11-11 13:34:21","","clothing",1383,"",55
949,"Cowgirl Bra","Cowgirl Bra is an amazing Bra Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Cowgirl","Erdem","2018-06-09 07:14:00","2018-09-04 03:33:52","","clothing",1408,"",32
950,"Business Casual Boots","Business Casual Boots is an amazing Boots Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Business Casual","Gordon Rush","2018-06-02 14:48:16","2019-01-09 21:27:41","","clothing",954,"",49
951,"Business Casual Gloves","Business Casual Gloves is an amazing Gloves Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Business Casual","OndadeMar","2019-02-16 04:15:16","2019-02-27 05:17:00","","clothing",1311,"",71
952,"Skateboarders Kimono","Skateboarders Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","Iris & Lilly","2018-07-12 06:23:30","2018-11-01 20:23:32","","clothing",1294,"",57
953,"Evening Black Tie Trousers","Evening Black Tie Trousers is an amazing Trousers Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","Hot Sox","2018-11-06 22:38:14","2018-12-30 15:21:51","","clothing",1428,"",66
